| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n | wv_rms |
| 1021 | SPAT0528-SLIT1021-DET01 |       528.3 |        0.256 |      3.00 |   19.539 |  3.24 |  0.058 |
| 1021 | SPAT0549-SLIT1021-DET01 |       549.1 |        0.267 |      3.00 |   19.568 |  3.29 |  0.058 |
| 1021 | SPAT0578-SLIT1021-DET01 |       577.8 |        0.281 |      3.00 |   19.425 |  3.49 |  0.058 |
| 1021 | SPAT0589-SLIT1021-DET01 |       589.1 |        0.286 |      3.00 |   19.236 |  3.43 |  0.058 |
| 1021 | SPAT0616-SLIT1021-DET01 |       615.5 |        0.300 |      3.00 |   17.904 |  2.81 |  0.058 |
| 1021 | SPAT0945-SLIT1021-DET01 |       945.4 |        0.463 |      3.00 |    0.630 | 78.62 |  0.058 |
| 1021 | SPAT0970-SLIT1021-DET01 |       969.8 |        0.474 |      3.00 |    3.872 |  3.02 |  0.058 |
| 1021 | SPAT0990-SLIT1021-DET01 |       990.4 |        0.485 |      3.00 |    0.608 | 77.33 |  0.058 |
| 1021 | SPAT1012-SLIT1021-DET01 |      1012.3 |        0.496 |      3.00 |    4.388 |  2.22 |  0.058 |
| 1021 | SPAT1544-SLIT1021-DET01 |      1544.4 |        0.759 |      3.00 |   10.331 |  1.32 |  0.058 |
