| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n | wv_rms |
| 1039 | SPAT0739-SLIT1039-DET01 |       738.8 |        0.034 |      3.00 |    6.428 |  0.07 |  0.054 |
| 1039 | SPAT0749-SLIT1039-DET01 |       749.5 |        0.051 |      3.00 |    1.438 |  0.07 |  0.054 |
| 1039 | SPAT0941-SLIT1039-DET01 |       940.9 |        0.348 |      3.00 |    1.248 |  1.11 |  0.054 |
| 1039 | SPAT1014-SLIT1039-DET01 |      1014.4 |        0.463 |      3.00 |    1.114 | 17.63 |  0.054 |
| 1039 | SPAT1042-SLIT1039-DET01 |      1042.3 |        0.506 |      3.00 |    1.643 |  1.37 |  0.054 |
| 1039 | SPAT1082-SLIT1039-DET01 |      1081.8 |        0.568 |      3.00 |    0.973 |  0.78 |  0.054 |
| 1039 | SPAT1130-SLIT1039-DET01 |      1129.9 |        0.642 |      3.00 |    3.186 |  0.03 |  0.054 |
| 1039 | SPAT1200-SLIT1039-DET01 |      1200.4 |        0.752 |      3.00 |    1.330 |  1.15 |  0.054 |
| 1039 | SPAT1224-SLIT1039-DET01 |      1224.0 |        0.789 |      3.00 |    1.442 |  0.32 |  0.054 |
| 1039 | SPAT1341-SLIT1039-DET01 |      1340.7 |        0.971 |      3.00 |    0.856 |  4.37 |  0.054 |
