| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n | wv_rms |
| 1039 | SPAT0759-SLIT1039-DET01 |       758.5 |        0.064 |      3.00 |    0.626 |  0.09 |  0.054 |
| 1039 | SPAT0792-SLIT1039-DET01 |       792.3 |        0.117 |      3.00 |    7.044 |  0.21 |  0.054 |
| 1039 | SPAT0800-SLIT1039-DET01 |       799.7 |        0.130 |      3.00 |    7.360 |  0.20 |  0.054 |
| 1039 | SPAT0823-SLIT1039-DET01 |       823.1 |        0.166 |      3.00 |    2.584 |  0.14 |  0.054 |
| 1039 | SPAT0894-SLIT1039-DET01 |       894.0 |        0.276 |      3.00 |    2.618 |  0.17 |  0.054 |
| 1039 | SPAT0923-SLIT1039-DET01 |       922.7 |        0.320 |      3.00 |    8.062 |  0.19 |  0.054 |
| 1039 | SPAT0944-SLIT1039-DET01 |       943.9 |        0.353 |      3.00 |    0.866 |  2.12 |  0.054 |
| 1039 | SPAT1067-SLIT1039-DET01 |      1067.3 |        0.545 |      3.00 |    1.000 | 20.28 |  0.054 |
| 1039 | SPAT1252-SLIT1039-DET01 |      1251.6 |        0.833 |      3.00 |    3.918 |  0.29 |  0.054 |
| 1039 | SPAT1291-SLIT1039-DET01 |      1291.1 |        0.894 |      3.00 |    2.486 |  0.07 |  0.054 |
