| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |  s2n | wv_rms |
| 1039 | SPAT0910-SLIT1039-DET01 |       909.8 |        0.301 |      3.00 |    3.624 | 1.73 |  0.054 |
| 1039 | SPAT0945-SLIT1039-DET01 |       945.4 |        0.355 |      3.00 |    1.308 | 0.25 |  0.054 |
| 1039 | SPAT0965-SLIT1039-DET01 |       965.1 |        0.386 |      3.00 |    1.323 | 0.17 |  0.054 |
| 1039 | SPAT1011-SLIT1039-DET01 |      1011.0 |        0.458 |      3.00 |    0.619 | 0.06 |  0.054 |
| 1039 | SPAT1028-SLIT1039-DET01 |      1027.6 |        0.484 |      3.00 |    0.947 | 0.62 |  0.054 |
| 1039 | SPAT1256-SLIT1039-DET01 |      1255.8 |        0.840 |      3.00 |    8.652 | 0.36 |  0.054 |
| 1039 | SPAT1263-SLIT1039-DET01 |      1263.4 |        0.852 |      3.00 |    8.171 | 0.34 |  0.054 |
| 1039 | SPAT1277-SLIT1039-DET01 |      1277.1 |        0.873 |      3.00 |    7.959 | 0.36 |  0.054 |
| 1039 | SPAT1299-SLIT1039-DET01 |      1299.0 |        0.906 |      3.00 |    1.092 | 0.25 |  0.054 |
| 1039 | SPAT1327-SLIT1039-DET01 |      1327.4 |        0.950 |      3.00 |    1.098 | 0.18 |  0.054 |
