| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n | wv_rms |
| 1039 | SPAT0742-SLIT1039-DET01 |       742.2 |        0.039 |      3.00 |    1.590 |  2.49 |  0.054 |
| 1039 | SPAT0847-SLIT1039-DET01 |       847.4 |        0.203 |      3.00 |    1.608 |  2.09 |  0.054 |
| 1039 | SPAT0918-SLIT1039-DET01 |       918.0 |        0.313 |      3.00 |    0.842 |  0.54 |  0.054 |
| 1039 | SPAT0945-SLIT1039-DET01 |       944.9 |        0.354 |      3.00 |    1.532 |  1.06 |  0.054 |
| 1039 | SPAT0974-SLIT1039-DET01 |       974.3 |        0.401 |      3.00 |    0.615 |  0.33 |  0.054 |
| 1039 | SPAT1065-SLIT1039-DET01 |      1064.6 |        0.541 |      3.00 |    0.838 | 43.91 |  0.054 |
| 1039 | SPAT1235-SLIT1039-DET01 |      1235.4 |        0.807 |      3.00 |    1.428 |  0.83 |  0.054 |
| 1039 | SPAT1262-SLIT1039-DET01 |      1261.5 |        0.848 |      3.00 |    3.097 |  0.46 |  0.054 |
| 1039 | SPAT1289-SLIT1039-DET01 |      1289.1 |        0.892 |      3.00 |   13.577 |  0.41 |  0.054 |
| 1039 | SPAT1295-SLIT1039-DET01 |      1295.0 |        0.900 |      3.00 |   13.625 |  0.57 |  0.054 |
