| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n | wv_rms |
| 1038 | SPAT0739-SLIT1038-DET01 |       739.0 |        0.017 |      3.00 |    2.817 |  1.14 |  0.061 |
| 1038 | SPAT0753-SLIT1038-DET01 |       753.1 |        0.037 |      3.00 |    3.425 |  0.36 |  0.061 |
| 1038 | SPAT0801-SLIT1038-DET01 |       800.9 |        0.111 |      3.00 |    0.941 | 14.62 |  0.061 |
| 1038 | SPAT1174-SLIT1038-DET01 |      1173.6 |        0.688 |      3.00 |    2.342 |  3.35 |  0.061 |
| 1038 | SPAT1204-SLIT1038-DET01 |      1203.7 |        0.738 |      3.00 |   16.259 | 13.34 |  0.061 |
| 1038 | SPAT1280-SLIT1038-DET01 |      1280.0 |        0.855 |      3.00 |    6.074 | 23.51 |  0.061 |
| 1038 | SPAT1302-SLIT1038-DET01 |      1302.2 |        0.889 |      3.00 |   28.651 | 25.68 |  0.061 |
| 1038 | SPAT1316-SLIT1038-DET01 |      1316.1 |        0.911 |      3.00 |   30.687 | 27.17 |  0.061 |
| 1038 | SPAT1326-SLIT1038-DET01 |      1326.2 |        0.929 |      3.00 |   29.391 | 23.95 |  0.061 |
| 1038 | SPAT1340-SLIT1038-DET01 |      1340.0 |        0.951 |      3.00 |   31.779 |  5.69 |  0.061 |
