| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |    s2n | wv_rms |
| 1038 | SPAT0733-SLIT1038-DET01 |       732.7 |        0.025 |      3.00 |    1.344 |   4.50 |  0.061 |
| 1038 | SPAT0768-SLIT1038-DET01 |       768.3 |        0.081 |      3.00 |  102.082 |  11.03 |  0.061 |
| 1038 | SPAT0805-SLIT1038-DET01 |       805.0 |        0.140 |      3.00 |   15.426 |   6.20 |  0.061 |
| 1038 | SPAT0818-SLIT1038-DET01 |       818.1 |        0.158 |      3.00 |    9.368 |   6.66 |  0.061 |
| 1038 | SPAT0827-SLIT1038-DET01 |       827.4 |        0.173 |      3.00 |    3.868 |   9.48 |  0.061 |
| 1038 | SPAT0892-SLIT1038-DET01 |       892.0 |        0.273 |      3.00 |    7.449 |   5.14 |  0.061 |
| 1038 | SPAT0938-SLIT1038-DET01 |       937.9 |        0.346 |      3.00 |    1.442 |   1.43 |  0.061 |
| 1038 | SPAT1042-SLIT1038-DET01 |      1042.3 |        0.507 |      3.00 |    0.615 |   0.70 |  0.061 |
| 1038 | SPAT1260-SLIT1038-DET01 |      1259.9 |        0.846 |      3.00 |    0.739 | 150.64 |  0.061 |
| 1038 | SPAT1307-SLIT1038-DET01 |      1306.9 |        0.919 |      3.00 |    1.124 |   0.31 |  0.061 |
