| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |  s2n | wv_rms |
| 1038 | SPAT0751-SLIT1038-DET01 |       750.7 |        0.057 |      3.00 |    1.219 | 1.04 |  0.061 |
| 1038 | SPAT0842-SLIT1038-DET01 |       842.1 |        0.198 |      3.00 |    0.775 | 8.94 |  0.061 |
| 1038 | SPAT0937-SLIT1038-DET01 |       936.7 |        0.346 |      3.00 |    0.859 | 0.86 |  0.061 |
| 1038 | SPAT1124-SLIT1038-DET01 |      1124.4 |        0.638 |      3.00 |    1.319 | 0.21 |  0.061 |
| 1038 | SPAT1196-SLIT1038-DET01 |      1195.8 |        0.750 |      3.00 |   10.871 | 0.26 |  0.061 |
| 1038 | SPAT1215-SLIT1038-DET01 |      1215.3 |        0.780 |      3.00 |   10.953 | 0.18 |  0.061 |
| 1038 | SPAT1244-SLIT1038-DET01 |      1243.5 |        0.825 |      3.00 |   11.382 | 0.49 |  0.061 |
| 1038 | SPAT1247-SLIT1038-DET01 |      1247.3 |        0.830 |      3.00 |   11.321 | 0.51 |  0.061 |
| 1038 | SPAT1265-SLIT1038-DET01 |      1265.5 |        0.859 |      3.00 |   11.110 | 0.41 |  0.061 |
| 1038 | SPAT1276-SLIT1038-DET01 |      1275.7 |        0.875 |      3.00 |   11.803 | 0.44 |  0.061 |
