| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n | wv_rms |
| 1038 | SPAT0751-SLIT1038-DET01 |       750.7 |        0.058 |      3.00 |    3.116 |  0.25 |  0.061 |
| 1038 | SPAT0789-SLIT1038-DET01 |       789.3 |        0.117 |      3.00 |    2.738 |  0.29 |  0.061 |
| 1038 | SPAT0879-SLIT1038-DET01 |       879.3 |        0.256 |      3.00 |    7.120 |  0.45 |  0.061 |
| 1038 | SPAT0894-SLIT1038-DET01 |       894.0 |        0.280 |      3.00 |    1.963 |  0.57 |  0.061 |
| 1038 | SPAT0938-SLIT1038-DET01 |       937.6 |        0.347 |      3.00 |    0.960 |  0.17 |  0.061 |
| 1038 | SPAT1051-SLIT1038-DET01 |      1050.7 |        0.523 |      3.00 |    0.803 | 33.28 |  0.061 |
| 1038 | SPAT1154-SLIT1038-DET01 |      1153.8 |        0.684 |      3.00 |    0.615 |  0.35 |  0.061 |
| 1038 | SPAT1266-SLIT1038-DET01 |      1265.6 |        0.859 |      3.00 |    8.228 |  0.59 |  0.061 |
| 1038 | SPAT1276-SLIT1038-DET01 |      1276.4 |        0.875 |      3.00 |    9.234 |  0.48 |  0.061 |
| 1038 | SPAT1294-SLIT1038-DET01 |      1294.5 |        0.903 |      3.00 |    2.499 |  0.22 |  0.061 |
