| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n | wv_rms |
| 1038 | SPAT0723-SLIT1038-DET01 |       723.3 |        0.013 |      3.00 |   50.727 |  9.95 |  0.061 |
| 1038 | SPAT0737-SLIT1038-DET01 |       737.3 |        0.036 |      3.00 |   53.113 |  9.64 |  0.061 |
| 1038 | SPAT0774-SLIT1038-DET01 |       774.2 |        0.093 |      3.00 |   27.714 |  8.18 |  0.061 |
| 1038 | SPAT0785-SLIT1038-DET01 |       785.3 |        0.110 |      3.00 |   23.106 |  7.36 |  0.061 |
| 1038 | SPAT0799-SLIT1038-DET01 |       798.9 |        0.131 |      3.00 |   22.970 |  6.67 |  0.061 |
| 1038 | SPAT0940-SLIT1038-DET01 |       939.7 |        0.349 |      3.00 |    0.783 |  2.05 |  0.061 |
| 1038 | SPAT0950-SLIT1038-DET01 |       949.7 |        0.366 |      3.00 |    0.766 |  0.99 |  0.061 |
| 1038 | SPAT1074-SLIT1038-DET01 |      1074.1 |        0.559 |      3.00 |    0.810 | 69.36 |  0.061 |
| 1038 | SPAT1213-SLIT1038-DET01 |      1212.6 |        0.775 |      3.00 |    1.296 |  0.24 |  0.061 |
| 1038 | SPAT1282-SLIT1038-DET01 |      1282.0 |        0.885 |      3.00 |    3.904 |  0.62 |  0.061 |
