| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n | wv_rms |
| 1038 | SPAT0722-SLIT1038-DET01 |       722.5 |        0.011 |      3.00 |   39.083 |  1.60 |  0.061 |
| 1038 | SPAT0739-SLIT1038-DET01 |       738.7 |        0.036 |      3.00 |   23.436 |  2.19 |  0.061 |
| 1038 | SPAT0751-SLIT1038-DET01 |       751.1 |        0.055 |      3.00 |   26.545 |  2.03 |  0.061 |
| 1038 | SPAT0761-SLIT1038-DET01 |       761.2 |        0.070 |      3.00 |   10.511 |  1.36 |  0.061 |
| 1038 | SPAT0774-SLIT1038-DET01 |       773.9 |        0.090 |      3.00 |   19.444 |  2.41 |  0.061 |
| 1038 | SPAT0784-SLIT1038-DET01 |       784.3 |        0.107 |      3.00 |   11.590 |  1.86 |  0.061 |
| 1038 | SPAT0940-SLIT1038-DET01 |       939.7 |        0.348 |      3.00 |    1.532 |  0.93 |  0.061 |
| 1038 | SPAT0950-SLIT1038-DET01 |       949.8 |        0.364 |      3.00 |    0.881 |  0.52 |  0.061 |
| 1038 | SPAT1074-SLIT1038-DET01 |      1074.2 |        0.558 |      3.00 |    0.796 | 63.81 |  0.061 |
| 1038 | SPAT1282-SLIT1038-DET01 |      1282.3 |        0.882 |      3.00 |    4.348 |  0.53 |  0.061 |
