| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |    s2n | wv_rms |
| 1038 | SPAT0989-SLIT1038-DET01 |       988.9 |        0.413 |      3.00 |    0.759 |  15.85 |  0.061 |
| 1038 | SPAT1260-SLIT1038-DET01 |      1260.4 |        0.835 |      3.00 |   45.982 | 437.97 |  0.061 |
| 1038 | SPAT1271-SLIT1038-DET01 |      1271.0 |        0.852 |      3.00 |   44.743 | 128.23 |  0.061 |
| 1038 | SPAT1282-SLIT1038-DET01 |      1282.2 |        0.869 |      3.00 |   44.206 | 140.30 |  0.061 |
| 1038 | SPAT1285-SLIT1038-DET01 |      1285.1 |        0.874 |      3.00 |   42.027 | 137.37 |  0.061 |
| 1038 | SPAT1298-SLIT1038-DET01 |      1298.1 |        0.895 |      3.00 |   37.009 | 128.43 |  0.061 |
| 1038 | SPAT1311-SLIT1038-DET01 |      1310.6 |        0.912 |      3.00 |   36.553 | 133.99 |  0.061 |
| 1038 | SPAT1327-SLIT1038-DET01 |      1327.1 |        0.938 |      3.00 |   35.086 | 137.40 |  0.061 |
| 1038 | SPAT1338-SLIT1038-DET01 |      1338.2 |        0.956 |      3.00 |   40.290 | 149.05 |  0.061 |
| 1038 | SPAT1346-SLIT1038-DET01 |      1345.6 |        0.971 |      3.00 |   40.190 | 144.97 |  0.061 |
