| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n | wv_rms |
| 1038 | SPAT0800-SLIT1038-DET01 |       800.2 |        0.130 |      3.00 |    2.010 |  0.06 |  0.061 |
| 1038 | SPAT0941-SLIT1038-DET01 |       940.9 |        0.350 |      3.00 |    0.615 |  0.74 |  0.061 |
| 1038 | SPAT0991-SLIT1038-DET01 |       991.3 |        0.428 |      3.00 |    1.237 |  5.68 |  0.061 |
| 1038 | SPAT1114-SLIT1038-DET01 |      1114.1 |        0.619 |      3.00 |    0.579 | 14.59 |  0.061 |
| 1038 | SPAT1214-SLIT1038-DET01 |      1214.3 |        0.776 |      3.00 |    2.316 |  0.52 |  0.061 |
| 1038 | SPAT1251-SLIT1038-DET01 |      1250.6 |        0.834 |      3.00 |   47.556 |  2.39 |  0.061 |
| 1038 | SPAT1267-SLIT1038-DET01 |      1266.7 |        0.858 |      3.00 |   40.709 |  2.79 |  0.061 |
| 1038 | SPAT1285-SLIT1038-DET01 |      1285.3 |        0.886 |      3.00 |    3.346 |  0.90 |  0.061 |
| 1038 | SPAT1302-SLIT1038-DET01 |      1302.3 |        0.912 |      3.00 |   30.900 |  3.02 |  0.061 |
| 1038 | SPAT1313-SLIT1038-DET01 |      1313.3 |        0.929 |      3.00 |    4.810 |  0.88 |  0.061 |
