| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n | wv_rms |
| 1038 | SPAT0724-SLIT1038-DET01 |       724.1 |        0.027 |      3.00 |    0.615 |  0.32 |  0.061 |
| 1038 | SPAT0794-SLIT1038-DET01 |       794.0 |        0.136 |      3.00 |    1.045 | 41.28 |  0.061 |
| 1038 | SPAT0893-SLIT1038-DET01 |       893.5 |        0.291 |      3.00 |    1.178 |  0.84 |  0.061 |
| 1038 | SPAT0985-SLIT1038-DET01 |       985.1 |        0.434 |      3.00 |    1.058 |  0.40 |  0.061 |
| 1038 | SPAT1035-SLIT1038-DET01 |      1035.2 |        0.512 |      3.00 |    0.615 |  0.03 |  0.061 |
| 1038 | SPAT1114-SLIT1038-DET01 |      1113.9 |        0.634 |      3.00 |    1.910 |  0.74 |  0.061 |
| 1038 | SPAT1196-SLIT1038-DET01 |      1195.9 |        0.762 |      3.00 |   11.766 |  0.16 |  0.061 |
| 1038 | SPAT1206-SLIT1038-DET01 |      1206.2 |        0.778 |      3.00 |   10.309 |  0.26 |  0.061 |
| 1038 | SPAT1240-SLIT1038-DET01 |      1240.3 |        0.832 |      3.00 |    7.725 |  0.26 |  0.061 |
| 1038 | SPAT1262-SLIT1038-DET01 |      1261.5 |        0.864 |      3.00 |    7.907 |  0.29 |  0.061 |
