| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |    s2n | wv_rms |
| 1038 | SPAT1071-SLIT1038-DET01 |      1070.9 |        0.527 |      3.00 |    0.804 |  30.62 |  0.061 |
| 1038 | SPAT1167-SLIT1038-DET01 |      1167.4 |        0.675 |      3.00 |   74.539 |  69.42 |  0.061 |
| 1038 | SPAT1186-SLIT1038-DET01 |      1186.1 |        0.707 |      3.00 |   35.622 |  70.93 |  0.061 |
| 1038 | SPAT1197-SLIT1038-DET01 |      1196.7 |        0.724 |      3.00 |   38.792 |  68.64 |  0.061 |
| 1038 | SPAT1223-SLIT1038-DET01 |      1223.0 |        0.766 |      3.00 |   21.818 |  66.71 |  0.061 |
| 1038 | SPAT1238-SLIT1038-DET01 |      1238.4 |        0.787 |      3.00 |   21.442 |  64.94 |  0.061 |
| 1038 | SPAT1259-SLIT1038-DET01 |      1259.3 |        0.818 |      3.00 |   19.080 | 105.79 |  0.061 |
| 1038 | SPAT1293-SLIT1038-DET01 |      1292.8 |        0.871 |      3.00 |   26.895 |  82.81 |  0.061 |
| 1038 | SPAT1320-SLIT1038-DET01 |      1319.7 |        0.914 |      3.00 |   12.479 |  93.20 |  0.061 |
| 1038 | SPAT1349-SLIT1038-DET01 |      1349.4 |        0.961 |      3.00 |   43.242 |  56.96 |  0.061 |
