| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n | wv_rms |
| 1038 | SPAT0748-SLIT1038-DET01 |       748.5 |        0.040 |      3.00 |    0.654 |  0.18 |  0.061 |
| 1038 | SPAT0801-SLIT1038-DET01 |       800.7 |        0.117 |      3.00 |    3.083 |  0.13 |  0.061 |
| 1038 | SPAT0895-SLIT1038-DET01 |       894.8 |        0.267 |      3.00 |    3.125 |  0.23 |  0.061 |
| 1038 | SPAT0917-SLIT1038-DET01 |       916.8 |        0.300 |      3.00 |    8.278 |  0.01 |  0.061 |
| 1038 | SPAT0937-SLIT1038-DET01 |       937.4 |        0.332 |      3.00 |   13.132 |  0.08 |  0.061 |
| 1038 | SPAT0948-SLIT1038-DET01 |       948.4 |        0.349 |      3.00 |   13.450 |  0.07 |  0.061 |
| 1038 | SPAT0963-SLIT1038-DET01 |       962.6 |        0.371 |      3.00 |   13.156 |  0.01 |  0.061 |
| 1038 | SPAT0983-SLIT1038-DET01 |       983.2 |        0.403 |      3.00 |   13.256 |  0.02 |  0.061 |
| 1038 | SPAT1085-SLIT1038-DET01 |      1085.2 |        0.562 |      3.00 |    0.961 | 29.05 |  0.061 |
| 1038 | SPAT1261-SLIT1038-DET01 |      1261.2 |        0.834 |      3.00 |    0.973 |  1.50 |  0.061 |
