| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n | wv_rms |
| 1038 | SPAT0736-SLIT1038-DET01 |       736.4 |        0.044 |      3.00 |    6.066 |  0.27 |  0.061 |
| 1038 | SPAT0748-SLIT1038-DET01 |       747.6 |        0.062 |      3.00 |    5.116 |  0.30 |  0.061 |
| 1038 | SPAT0761-SLIT1038-DET01 |       761.1 |        0.083 |      3.00 |   14.638 |  0.32 |  0.061 |
| 1038 | SPAT0780-SLIT1038-DET01 |       780.0 |        0.112 |      3.00 |    4.177 |  0.22 |  0.061 |
| 1038 | SPAT0802-SLIT1038-DET01 |       801.7 |        0.145 |      3.00 |    1.461 |  0.15 |  0.061 |
| 1038 | SPAT0819-SLIT1038-DET01 |       818.7 |        0.173 |      3.00 |    2.494 |  0.11 |  0.061 |
| 1038 | SPAT0874-SLIT1038-DET01 |       874.5 |        0.259 |      3.00 |    2.735 |  0.06 |  0.061 |
| 1038 | SPAT0940-SLIT1038-DET01 |       940.5 |        0.362 |      3.00 |    1.019 |  0.50 |  0.061 |
| 1038 | SPAT1102-SLIT1038-DET01 |      1101.7 |        0.612 |      3.00 |    2.943 |  0.06 |  0.061 |
| 1038 | SPAT1136-SLIT1038-DET01 |      1135.7 |        0.665 |      3.00 |    1.066 | 48.38 |  0.061 |
