| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n | wv_rms |
| 1038 | SPAT0765-SLIT1038-DET01 |       764.6 |        0.053 |      3.00 |    4.321 |  0.13 |  0.061 |
| 1038 | SPAT0830-SLIT1038-DET01 |       829.6 |        0.154 |      3.00 |   19.964 | -0.52 |  0.061 |
| 1038 | SPAT0842-SLIT1038-DET01 |       841.9 |        0.171 |      3.00 |   19.791 | -0.57 |  0.061 |
| 1038 | SPAT0858-SLIT1038-DET01 |       857.7 |        0.196 |      3.00 |   19.305 | -0.79 |  0.061 |
| 1038 | SPAT0896-SLIT1038-DET01 |       896.5 |        0.258 |      3.00 |   25.429 | -1.03 |  0.061 |
| 1038 | SPAT0915-SLIT1038-DET01 |       915.0 |        0.285 |      3.00 |   18.458 | -0.62 |  0.061 |
| 1038 | SPAT0916-SLIT1038-DET01 |       915.9 |        0.287 |      3.00 |   18.662 | -0.71 |  0.061 |
| 1038 | SPAT0934-SLIT1038-DET01 |       933.6 |        0.315 |      3.00 |    2.060 |  0.42 |  0.061 |
| 1038 | SPAT0953-SLIT1038-DET01 |       953.3 |        0.345 |      3.00 |   25.292 | -1.09 |  0.061 |
| 1038 | SPAT1026-SLIT1038-DET01 |      1025.8 |        0.458 |      3.00 |    1.414 | 19.47 |  0.061 |
