| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n | wv_rms |
| 1038 | SPAT0812-SLIT1038-DET01 |       811.9 |        0.149 |      3.00 |    0.623 | 81.57 |  0.061 |
| 1038 | SPAT0939-SLIT1038-DET01 |       939.4 |        0.347 |      3.00 |    0.496 | 21.81 |  0.061 |
| 1038 | SPAT0997-SLIT1038-DET01 |       997.4 |        0.438 |      3.00 |   12.230 | 95.14 |  0.061 |
| 1038 | SPAT1168-SLIT1038-DET01 |      1168.5 |        0.704 |      3.00 |    1.373 |  7.70 |  0.061 |
| 1038 | SPAT1214-SLIT1038-DET01 |      1214.0 |        0.774 |      3.00 |   22.159 | 55.58 |  0.061 |
| 1038 | SPAT1246-SLIT1038-DET01 |      1245.9 |        0.825 |      3.00 |   35.124 | 63.05 |  0.061 |
| 1038 | SPAT1268-SLIT1038-DET01 |      1267.5 |        0.858 |      3.00 |   39.230 | 52.57 |  0.061 |
| 1038 | SPAT1281-SLIT1038-DET01 |      1280.9 |        0.879 |      3.00 |   38.811 | 54.62 |  0.061 |
| 1038 | SPAT1341-SLIT1038-DET01 |      1340.8 |        0.972 |      3.00 |   61.200 |  0.00 |  0.061 |
| 1038 | SPAT1350-SLIT1038-DET01 |      1350.3 |        0.987 |      3.00 |   67.248 |  8.25 |  0.061 |
