| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n | wv_rms |
| 1038 | SPAT0780-SLIT1038-DET01 |       780.5 |        0.121 |      3.00 |    1.455 | 72.95 |  0.061 |
| 1038 | SPAT0870-SLIT1038-DET01 |       870.4 |        0.261 |      3.00 |    1.244 |  0.57 |  0.061 |
| 1038 | SPAT0936-SLIT1038-DET01 |       936.5 |        0.365 |      3.00 |    1.009 |  0.71 |  0.061 |
| 1038 | SPAT1017-SLIT1038-DET01 |      1017.4 |        0.490 |      3.00 |    6.628 |  0.22 |  0.061 |
| 1038 | SPAT1047-SLIT1038-DET01 |      1047.0 |        0.537 |      3.00 |    9.306 |  0.29 |  0.061 |
| 1038 | SPAT1141-SLIT1038-DET01 |      1140.9 |        0.682 |      3.00 |    3.060 |  0.43 |  0.061 |
| 1038 | SPAT1166-SLIT1038-DET01 |      1166.2 |        0.720 |      3.00 |   21.811 |  0.81 |  0.061 |
| 1038 | SPAT1184-SLIT1038-DET01 |      1184.0 |        0.750 |      3.00 |    7.468 |  0.76 |  0.061 |
| 1038 | SPAT1194-SLIT1038-DET01 |      1194.0 |        0.765 |      3.00 |   21.402 |  1.13 |  0.061 |
| 1038 | SPAT1204-SLIT1038-DET01 |      1203.6 |        0.778 |      3.00 |   22.096 |  0.87 |  0.061 |
