| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n | wv_rms |
| 1038 | SPAT0750-SLIT1038-DET01 |       750.4 |        0.069 |      3.00 |    1.217 |  1.25 |  0.061 |
| 1038 | SPAT0792-SLIT1038-DET01 |       792.4 |        0.136 |      3.00 |    1.518 |  0.17 |  0.061 |
| 1038 | SPAT0813-SLIT1038-DET01 |       812.7 |        0.168 |      3.00 |    1.368 |  0.09 |  0.061 |
| 1038 | SPAT0836-SLIT1038-DET01 |       836.5 |        0.204 |      3.00 |    2.031 |  0.27 |  0.061 |
| 1038 | SPAT0871-SLIT1038-DET01 |       871.4 |        0.258 |      3.00 |    4.003 |  0.19 |  0.061 |
| 1038 | SPAT0890-SLIT1038-DET01 |       889.7 |        0.286 |      3.00 |    1.477 |  0.54 |  0.061 |
| 1038 | SPAT0937-SLIT1038-DET01 |       936.9 |        0.361 |      3.00 |    0.816 |  0.62 |  0.061 |
| 1038 | SPAT1085-SLIT1038-DET01 |      1085.4 |        0.591 |      3.00 |    0.784 | 58.77 |  0.061 |
| 1038 | SPAT1171-SLIT1038-DET01 |      1170.6 |        0.723 |      3.00 |    0.911 |  0.41 |  0.061 |
| 1038 | SPAT1260-SLIT1038-DET01 |      1260.3 |        0.863 |      3.00 |    0.739 |  5.70 |  0.061 |
