| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n | wv_rms |
| 1038 | SPAT0738-SLIT1038-DET01 |       737.9 |        0.038 |      3.00 |    2.132 |  0.14 |  0.061 |
| 1038 | SPAT0934-SLIT1038-DET01 |       933.6 |        0.343 |      3.00 |    1.420 |  0.98 |  0.061 |
| 1038 | SPAT1010-SLIT1038-DET01 |      1010.3 |        0.462 |      3.00 |    3.952 | 12.90 |  0.061 |
| 1038 | SPAT1026-SLIT1038-DET01 |      1025.9 |        0.485 |      3.00 |    1.419 | 21.67 |  0.061 |
| 1038 | SPAT1048-SLIT1038-DET01 |      1047.6 |        0.519 |      3.00 |    1.287 |  0.36 |  0.061 |
| 1038 | SPAT1260-SLIT1038-DET01 |      1260.5 |        0.852 |      3.00 |   15.444 |  0.31 |  0.061 |
| 1038 | SPAT1262-SLIT1038-DET01 |      1261.7 |        0.854 |      3.00 |   15.421 |  0.28 |  0.061 |
| 1038 | SPAT1271-SLIT1038-DET01 |      1271.3 |        0.868 |      3.00 |    5.061 |  0.17 |  0.061 |
| 1038 | SPAT1293-SLIT1038-DET01 |      1292.6 |        0.902 |      3.00 |    2.927 |  0.28 |  0.061 |
| 1038 | SPAT1338-SLIT1038-DET01 |      1338.0 |        0.971 |      3.00 |    1.333 |  0.28 |  0.061 |
