| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n | wv_rms |
| 1021 | SPAT0898-SLIT1021-DET01 |       897.7 |        0.439 |      3.00 |    0.520 | 18.76 |  0.063 |
| 1021 | SPAT0967-SLIT1021-DET01 |       966.6 |        0.473 |      3.00 |   11.044 |  3.93 |  0.063 |
| 1021 | SPAT0984-SLIT1021-DET01 |       983.5 |        0.481 |      3.00 |   10.304 |  4.00 |  0.063 |
| 1021 | SPAT0997-SLIT1021-DET01 |       997.1 |        0.488 |      3.00 |   10.633 |  4.38 |  0.063 |
| 1021 | SPAT1014-SLIT1021-DET01 |      1014.2 |        0.496 |      3.00 |   11.015 |  4.49 |  0.063 |
| 1021 | SPAT1668-SLIT1021-DET01 |      1668.0 |        0.820 |      3.00 |   10.006 |  4.36 |  0.063 |
| 1021 | SPAT1678-SLIT1021-DET01 |      1678.4 |        0.825 |      3.00 |   10.323 |  4.49 |  0.063 |
| 1021 | SPAT1690-SLIT1021-DET01 |      1690.0 |        0.831 |      3.00 |   10.283 |  4.32 |  0.063 |
| 1021 | SPAT1702-SLIT1021-DET01 |      1702.2 |        0.837 |      3.00 |   10.233 |  4.41 |  0.063 |
| 1021 | SPAT1712-SLIT1021-DET01 |      1712.1 |        0.842 |      3.00 |   10.048 |  4.18 |  0.063 |
