| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |  s2n | wv_rms |
| 1038 | SPAT0782-SLIT1038-DET01 |       782.0 |        0.121 |      3.00 |    1.468 | 0.43 |  0.049 |
| 1038 | SPAT0859-SLIT1038-DET01 |       859.1 |        0.243 |      3.00 |    3.369 | 0.15 |  0.049 |
| 1038 | SPAT0867-SLIT1038-DET01 |       866.6 |        0.253 |      3.00 |    4.222 | 0.12 |  0.049 |
| 1038 | SPAT0916-SLIT1038-DET01 |       916.0 |        0.329 |      3.00 |    0.658 | 7.39 |  0.049 |
| 1038 | SPAT0929-SLIT1038-DET01 |       929.4 |        0.350 |      3.00 |    0.975 | 0.76 |  0.049 |
| 1038 | SPAT0994-SLIT1038-DET01 |       993.9 |        0.453 |      3.00 |    4.218 | 0.05 |  0.049 |
| 1038 | SPAT1016-SLIT1038-DET01 |      1016.1 |        0.486 |      3.00 |    3.923 | 0.05 |  0.049 |
| 1038 | SPAT1023-SLIT1038-DET01 |      1022.9 |        0.497 |      3.00 |    4.282 | 0.06 |  0.049 |
| 1038 | SPAT1039-SLIT1038-DET01 |      1039.2 |        0.521 |      3.00 |    1.356 | 0.61 |  0.049 |
| 1038 | SPAT1193-SLIT1038-DET01 |      1192.9 |        0.761 |      3.00 |    0.737 | 3.93 |  0.049 |
