| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |  s2n | wv_rms |
| 1038 | SPAT0827-SLIT1038-DET01 |       827.0 |        0.173 |      3.00 |    1.569 | 0.41 |  0.049 |
| 1038 | SPAT0903-SLIT1038-DET01 |       903.3 |        0.291 |      3.00 |    1.779 | 0.02 |  0.049 |
| 1038 | SPAT0932-SLIT1038-DET01 |       931.6 |        0.337 |      3.00 |    1.208 | 0.09 |  0.049 |
| 1038 | SPAT0946-SLIT1038-DET01 |       946.3 |        0.360 |      3.00 |    1.825 | 0.07 |  0.049 |
| 1038 | SPAT0956-SLIT1038-DET01 |       955.7 |        0.374 |      3.00 |    4.160 | 0.01 |  0.049 |
| 1038 | SPAT0998-SLIT1038-DET01 |       998.0 |        0.439 |      3.00 |    0.944 | 2.25 |  0.049 |
| 1038 | SPAT1018-SLIT1038-DET01 |      1017.9 |        0.471 |      3.00 |    2.517 | 0.09 |  0.049 |
| 1038 | SPAT1066-SLIT1038-DET01 |      1065.6 |        0.545 |      3.00 |    0.615 | 0.08 |  0.049 |
| 1038 | SPAT1201-SLIT1038-DET01 |      1201.5 |        0.756 |      3.00 |    2.188 | 0.06 |  0.049 |
| 1038 | SPAT1311-SLIT1038-DET01 |      1311.5 |        0.927 |      3.00 |    0.762 | 0.01 |  0.049 |
