| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n | wv_rms |
| 1038 | SPAT0737-SLIT1038-DET01 |       736.5 |        0.033 |      3.00 |    0.954 |  0.03 |  0.049 |
| 1038 | SPAT0944-SLIT1038-DET01 |       943.9 |        0.355 |      3.00 |    1.987 |  0.32 |  0.049 |
| 1038 | SPAT0967-SLIT1038-DET01 |       967.5 |        0.393 |      3.00 |   18.842 |  0.57 |  0.049 |
| 1038 | SPAT1004-SLIT1038-DET01 |      1004.1 |        0.449 |      3.00 |    0.842 | 40.06 |  0.049 |
| 1038 | SPAT1032-SLIT1038-DET01 |      1032.4 |        0.493 |      3.00 |   20.597 |  0.73 |  0.049 |
| 1038 | SPAT1051-SLIT1038-DET01 |      1051.4 |        0.523 |      3.00 |    1.347 |  0.15 |  0.049 |
| 1038 | SPAT1218-SLIT1038-DET01 |      1218.3 |        0.783 |      3.00 |    0.860 |  0.21 |  0.049 |
| 1038 | SPAT1287-SLIT1038-DET01 |      1286.7 |        0.890 |      3.00 |   16.432 |  0.04 |  0.049 |
| 1038 | SPAT1314-SLIT1038-DET01 |      1313.9 |        0.931 |      3.00 |    2.116 |  1.85 |  0.049 |
| 1038 | SPAT1332-SLIT1038-DET01 |      1332.2 |        0.960 |      3.00 |    1.917 |  0.85 |  0.049 |
