| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n | wv_rms |
| 1038 | SPAT0783-SLIT1038-DET01 |       782.6 |        0.091 |      3.00 |    1.474 |  1.66 |  0.049 |
| 1038 | SPAT0916-SLIT1038-DET01 |       916.1 |        0.299 |      3.00 |    0.709 | 19.64 |  0.049 |
| 1038 | SPAT0930-SLIT1038-DET01 |       929.7 |        0.320 |      3.00 |    0.414 |  2.32 |  0.049 |
| 1038 | SPAT1039-SLIT1038-DET01 |      1039.2 |        0.491 |      3.00 |    1.176 |  3.81 |  0.049 |
| 1038 | SPAT1193-SLIT1038-DET01 |      1193.2 |        0.731 |      3.00 |    0.882 | 15.78 |  0.049 |
| 1038 | SPAT1270-SLIT1038-DET01 |      1270.0 |        0.849 |      3.00 |   48.108 | 21.57 |  0.049 |
| 1038 | SPAT1283-SLIT1038-DET01 |      1283.5 |        0.870 |      3.00 |   48.286 | 22.21 |  0.049 |
| 1038 | SPAT1311-SLIT1038-DET01 |      1310.7 |        0.911 |      3.00 |   49.583 | 22.99 |  0.049 |
| 1038 | SPAT1331-SLIT1038-DET01 |      1330.5 |        0.946 |      3.00 |   46.898 | 21.87 |  0.049 |
| 1038 | SPAT1346-SLIT1038-DET01 |      1345.9 |        0.970 |      3.00 |   49.771 | 12.38 |  0.049 |
