| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n | wv_rms |
| 1021 | SPAT0035-SLIT1021-DET01 |        34.5 |        0.011 |      3.00 |   29.765 | 31.44 |  0.085 |
| 1021 | SPAT0051-SLIT1021-DET01 |        51.0 |        0.020 |      3.00 |   24.266 | 20.97 |  0.085 |
| 1021 | SPAT0070-SLIT1021-DET01 |        69.8 |        0.030 |      3.00 |   32.059 | 18.07 |  0.085 |
| 1021 | SPAT0228-SLIT1021-DET01 |       227.9 |        0.108 |      3.00 |   44.596 | 23.67 |  0.085 |
| 1021 | SPAT0246-SLIT1021-DET01 |       246.0 |        0.116 |      3.00 |   35.382 | 24.89 |  0.085 |
| 1021 | SPAT0302-SLIT1021-DET01 |       302.2 |        0.144 |      3.00 |   22.838 | 17.41 |  0.085 |
| 1021 | SPAT0315-SLIT1021-DET01 |       314.5 |        0.151 |      3.00 |   17.566 | 16.08 |  0.085 |
| 1021 | SPAT0359-SLIT1021-DET01 |       358.7 |        0.173 |      3.00 |    5.593 |  6.85 |  0.085 |
| 1021 | SPAT1601-SLIT1021-DET01 |      1601.1 |        0.787 |      3.00 |    3.886 |  0.10 |  0.085 |
| 1021 | SPAT1687-SLIT1021-DET01 |      1686.7 |        0.830 |      3.00 |    6.229 |  0.94 |  0.085 |
