| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |  s2n | wv_rms |
| 1037 | SPAT0797-SLIT1037-DET01 |       797.1 |        0.144 |      3.00 |    0.996 | 0.04 |  0.055 |
| 1037 | SPAT0832-SLIT1037-DET01 |       831.7 |        0.197 |      3.00 |    0.769 | 5.80 |  0.055 |
| 1037 | SPAT0850-SLIT1037-DET01 |       849.7 |        0.225 |      3.00 |    1.505 | 0.15 |  0.055 |
| 1037 | SPAT0935-SLIT1037-DET01 |       934.7 |        0.357 |      3.00 |    0.881 | 0.77 |  0.055 |
| 1037 | SPAT1013-SLIT1037-DET01 |      1013.0 |        0.479 |      3.00 |    1.372 | 0.69 |  0.055 |
| 1037 | SPAT1028-SLIT1037-DET01 |      1027.9 |        0.504 |      3.00 |    7.895 | 0.10 |  0.055 |
| 1037 | SPAT1143-SLIT1037-DET01 |      1143.0 |        0.682 |      3.00 |    0.773 | 0.02 |  0.055 |
| 1037 | SPAT1166-SLIT1037-DET01 |      1166.0 |        0.718 |      3.00 |    2.842 | 0.04 |  0.055 |
| 1037 | SPAT1259-SLIT1037-DET01 |      1258.8 |        0.861 |      3.00 |    1.362 | 0.33 |  0.055 |
| 1037 | SPAT1262-SLIT1037-DET01 |      1261.6 |        0.868 |      3.00 |    3.806 | 0.26 |  0.055 |
