| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n | wv_rms |
| 1037 | SPAT0870-SLIT1037-DET01 |       870.1 |        0.261 |      3.00 |    3.961 |  0.02 |  0.055 |
| 1037 | SPAT0937-SLIT1037-DET01 |       936.5 |        0.363 |      3.00 |    1.128 |  0.53 |  0.055 |
| 1037 | SPAT1031-SLIT1037-DET01 |      1030.9 |        0.510 |      3.00 |    1.042 |  0.12 |  0.055 |
| 1037 | SPAT1096-SLIT1037-DET01 |      1095.9 |        0.612 |      3.00 |    1.848 |  0.12 |  0.055 |
| 1037 | SPAT1125-SLIT1037-DET01 |      1125.3 |        0.658 |      3.00 |    2.262 |  0.16 |  0.055 |
| 1037 | SPAT1159-SLIT1037-DET01 |      1159.0 |        0.710 |      3.00 |    6.399 |  0.11 |  0.055 |
| 1037 | SPAT1175-SLIT1037-DET01 |      1175.0 |        0.736 |      3.00 |    6.400 | -0.00 |  0.055 |
| 1037 | SPAT1235-SLIT1037-DET01 |      1235.3 |        0.829 |      3.00 |    3.861 |  0.14 |  0.055 |
| 1037 | SPAT1242-SLIT1037-DET01 |      1241.8 |        0.839 |      3.00 |    3.505 |  0.10 |  0.055 |
| 1037 | SPAT1255-SLIT1037-DET01 |      1255.4 |        0.862 |      3.00 |    1.880 |  0.14 |  0.055 |
