| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |  s2n | wv_rms |
| 1037 | SPAT0798-SLIT1037-DET01 |       798.4 |        0.146 |      3.00 |    1.241 | 0.07 |  0.055 |
| 1037 | SPAT0821-SLIT1037-DET01 |       820.6 |        0.180 |      3.00 |    2.465 | 0.08 |  0.055 |
| 1037 | SPAT0837-SLIT1037-DET01 |       836.8 |        0.205 |      3.00 |    3.070 | 0.09 |  0.055 |
| 1037 | SPAT0866-SLIT1037-DET01 |       866.4 |        0.251 |      3.00 |    4.878 | 0.21 |  0.055 |
| 1037 | SPAT0872-SLIT1037-DET01 |       871.8 |        0.261 |      3.00 |    4.788 | 0.23 |  0.055 |
| 1037 | SPAT0894-SLIT1037-DET01 |       893.5 |        0.294 |      3.00 |    2.939 | 0.19 |  0.055 |
| 1037 | SPAT0936-SLIT1037-DET01 |       935.9 |        0.360 |      3.00 |    1.070 | 0.54 |  0.055 |
| 1037 | SPAT1033-SLIT1037-DET01 |      1033.3 |        0.512 |      3.00 |    1.051 | 0.11 |  0.055 |
| 1037 | SPAT1125-SLIT1037-DET01 |      1124.9 |        0.653 |      3.00 |    2.008 | 0.18 |  0.055 |
| 1037 | SPAT1253-SLIT1037-DET01 |      1253.4 |        0.854 |      3.00 |    2.405 | 0.10 |  0.055 |
