| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n | wv_rms |
| 1038 | SPAT0741-SLIT1038-DET01 |       741.2 |        0.050 |      3.00 |    1.686 |  0.25 |  0.049 |
| 1038 | SPAT0787-SLIT1038-DET01 |       786.6 |        0.120 |      3.00 |    0.694 | 16.54 |  0.049 |
| 1038 | SPAT0938-SLIT1038-DET01 |       938.2 |        0.356 |      3.00 |    0.919 |  0.49 |  0.049 |
| 1038 | SPAT0980-SLIT1038-DET01 |       979.5 |        0.420 |      3.00 |    4.587 |  0.02 |  0.049 |
| 1038 | SPAT0982-SLIT1038-DET01 |       981.8 |        0.425 |      3.00 |    4.456 |  0.04 |  0.049 |
| 1038 | SPAT1002-SLIT1038-DET01 |      1002.3 |        0.456 |      3.00 |    1.148 |  0.07 |  0.049 |
| 1038 | SPAT1161-SLIT1038-DET01 |      1160.8 |        0.703 |      3.00 |    2.703 |  0.04 |  0.049 |
| 1038 | SPAT1174-SLIT1038-DET01 |      1173.7 |        0.723 |      3.00 |    1.084 |  0.05 |  0.049 |
| 1038 | SPAT1202-SLIT1038-DET01 |      1202.1 |        0.768 |      3.00 |    3.151 |  0.06 |  0.049 |
| 1038 | SPAT1286-SLIT1038-DET01 |      1285.7 |        0.898 |      3.00 |    2.090 |  0.07 |  0.049 |
