| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |    s2n | wv_rms |
| 1038 | SPAT0947-SLIT1038-DET01 |       946.8 |        0.360 |      3.00 |    1.535 |   0.95 |  0.049 |
| 1038 | SPAT0962-SLIT1038-DET01 |       961.7 |        0.383 |      3.00 |   13.613 |   3.28 |  0.049 |
| 1038 | SPAT1007-SLIT1038-DET01 |      1007.1 |        0.454 |      3.00 |    0.925 | 132.78 |  0.049 |
| 1038 | SPAT1069-SLIT1038-DET01 |      1069.4 |        0.551 |      3.00 |    3.425 |   0.41 |  0.049 |
| 1038 | SPAT1221-SLIT1038-DET01 |      1221.4 |        0.787 |      3.00 |    1.345 |   0.87 |  0.049 |
| 1038 | SPAT1264-SLIT1038-DET01 |      1263.9 |        0.856 |      3.00 |    4.719 |   0.34 |  0.049 |
| 1038 | SPAT1277-SLIT1038-DET01 |      1277.3 |        0.874 |      3.00 |   10.786 |   0.42 |  0.049 |
| 1038 | SPAT1286-SLIT1038-DET01 |      1286.3 |        0.889 |      3.00 |   15.303 |   0.76 |  0.049 |
| 1038 | SPAT1317-SLIT1038-DET01 |      1317.3 |        0.937 |      3.00 |    1.641 |   9.93 |  0.049 |
| 1038 | SPAT1335-SLIT1038-DET01 |      1335.1 |        0.964 |      3.00 |    1.174 |   3.91 |  0.049 |
